GRASS,7.68,20.4,3.84
GRASS,7.68,20.4,3.9199998
GRASS,7.68,20.4,4.0
STONE,7.68,20.4,4.08
GRASS,7.68,20.32,4.08
STONE,7.68,20.4,4.16
GRASS,7.68,20.32,4.16
STONE,7.68,20.4,4.24
GRASS,7.68,20.32,4.24
GRASS,7.68,20.4,4.3199997
GRASS,7.68,20.4,4.4
GRASS,7.68,20.4,4.48
GRASS,7.68,20.4,4.56
GRASS,7.68,20.4,4.64
GRASS,7.68,20.4,4.72
GRASS,7.68,20.4,4.7999997
GRASS,7.68,20.4,4.88
GRASS,7.68,20.4,4.96
GRASS,7.68,20.4,5.04
GRASS,7.7599998,20.4,3.84
GRASS,7.7599998,20.4,3.9199998
GRASS,7.7599998,20.4,4.0
GRASS,7.7599998,20.4,4.08
STONE,7.7599998,20.4,4.16
GRASS,7.7599998,20.32,4.16
GRASS,7.7599998,20.4,4.24
GRASS,7.7599998,20.4,4.3199997
GRASS,7.7599998,20.4,4.4
GRASS,7.7599998,20.4,4.48
GRASS,7.7599998,20.4,4.56
GRASS,7.7599998,20.4,4.64
GRASS,7.7599998,20.4,4.72
GRASS,7.7599998,20.4,4.7999997
GRASS,7.7599998,20.4,4.88
GRASS,7.7599998,20.4,4.96
GRASS,7.7599998,20.4,5.04
GRASS,7.8399997,20.4,3.84
GRASS,7.8399997,20.4,3.9199998
GRASS,7.8399997,20.4,4.0
GRASS,7.8399997,20.4,4.08
GRASS,7.8399997,20.4,4.16
GRASS,7.8399997,20.4,4.24
GRASS,7.8399997,20.4,4.3199997
GRASS,7.8399997,20.4,4.4
GRASS,7.8399997,20.4,4.48
GRASS,7.8399997,20.4,4.56
GRASS,7.8399997,20.4,4.64
GRASS,7.8399997,20.4,4.72
GRASS,7.8399997,20.4,4.7999997
BIRCH_LOG,7.8399997,20.32,4.88
BIRCH_LOG,7.8399997,20.24,4.88
BIRCH_LOG,7.8399997,20.16,4.88
BIRCH_LOG,7.8399997,20.08,4.88
BIRCH_LOG,7.8399997,20.0,4.88
LEAF,7.8399997,19.92,4.88
LEAF,7.7599998,20.0,4.88
LEAF,7.9199996,20.0,4.88
LEAF,7.8399997,20.0,4.8
LEAF,7.8399997,20.0,4.96
DIRT,7.8399997,20.4,4.88
GRASS,7.8399997,20.4,4.96
GRASS,7.8399997,20.4,5.04
GRASS,7.9199996,20.4,3.84
GRASS,7.9199996,20.4,3.9199998
GRASS,7.9199996,20.4,4.0
STONE,7.9199996,20.32,4.08
STONE,7.9199996,20.4,4.08
GRASS,7.9199996,20.24,4.08
GRASS,7.9199996,20.4,4.16
GRASS,7.9199996,20.4,4.24
GRASS,7.9199996,20.4,4.3199997
GRASS,7.9199996,20.4,4.4
GRASS,7.9199996,20.4,4.48
GRASS,7.9199996,20.4,4.56
GRASS,7.9199996,20.4,4.64
GRASS,7.9199996,20.4,4.72
GRASS,7.9199996,20.4,4.7999997
GRASS,7.9199996,20.4,4.88
GRASS,7.9199996,20.4,4.96
GRASS,7.9199996,20.4,5.04
STONE,8.0,20.32,3.84
STONE,8.0,20.4,3.84
GRASS,8.0,20.24,3.84
STONE,8.0,20.32,3.9199998
STONE,8.0,20.4,3.9199998
GRASS,8.0,20.24,3.9199998
STONE,8.0,20.32,4.0
STONE,8.0,20.4,4.0
GRASS,8.0,20.24,4.0
STONE,8.0,20.32,4.08
STONE,8.0,20.4,4.08
GRASS,8.0,20.24,4.08
STONE,8.0,20.32,4.16
STONE,8.0,20.4,4.16
GRASS,8.0,20.24,4.16
STONE,8.0,20.32,4.24
STONE,8.0,20.4,4.24
GRASS,8.0,20.24,4.24
STONE,8.0,20.32,4.3199997
STONE,8.0,20.4,4.3199997
GRASS,8.0,20.24,4.3199997
GRASS,8.0,20.4,4.4
GRASS,8.0,20.4,4.48
GRASS,8.0,20.4,4.56
GRASS,8.0,20.4,4.64
GRASS,8.0,20.4,4.72
GRASS,8.0,20.4,4.7999997
GRASS,8.0,20.4,4.88
GRASS,8.0,20.4,4.96
GRASS,8.0,20.4,5.04
STONE,8.08,20.32,3.84
STONE,8.08,20.4,3.84
GRASS,8.08,20.24,3.84
STONE,8.08,20.32,3.9199998
STONE,8.08,20.4,3.9199998
GRASS,8.08,20.24,3.9199998
STONE,8.08,20.32,4.0
STONE,8.08,20.4,4.0
GRASS,8.08,20.24,4.0
STONE,8.08,20.32,4.08
STONE,8.08,20.4,4.08
GRASS,8.08,20.24,4.08
STONE,8.08,20.32,4.16
STONE,8.08,20.4,4.16
GRASS,8.08,20.24,4.16
STONE,8.08,20.32,4.24
STONE,8.08,20.4,4.24
GRASS,8.08,20.24,4.24
STONE,8.08,20.32,4.3199997
STONE,8.08,20.4,4.3199997
GRASS,8.08,20.24,4.3199997
STONE,8.08,20.32,4.4
STONE,8.08,20.4,4.4
GRASS,8.08,20.24,4.4
STONE,8.08,20.32,4.48
STONE,8.08,20.4,4.48
GRASS,8.08,20.24,4.48
GRASS,8.08,20.4,4.56
GRASS,8.08,20.4,4.64
GRASS,8.08,20.4,4.72
GRASS,8.08,20.4,4.7999997
GRASS,8.08,20.4,4.88
STONE,8.08,20.4,4.96
GRASS,8.08,20.32,4.96
GRASS,8.08,20.4,5.04
STONE,8.16,20.32,3.84
STONE,8.16,20.4,3.84
GRASS,8.16,20.24,3.84
STONE,8.16,20.24,3.9199998
STONE,8.16,20.32,3.9199998
STONE,8.16,20.4,3.9199998
GRASS,8.16,20.16,3.9199998
STONE,8.16,20.24,4.0
STONE,8.16,20.32,4.0
STONE,8.16,20.4,4.0
GRASS,8.16,20.16,4.0
STONE,8.16,20.24,4.08
STONE,8.16,20.32,4.08
STONE,8.16,20.4,4.08
GRASS,8.16,20.16,4.08
STONE,8.16,20.24,4.16
STONE,8.16,20.32,4.16
STONE,8.16,20.4,4.16
GRASS,8.16,20.16,4.16
STONE,8.16,20.24,4.24
STONE,8.16,20.32,4.24
STONE,8.16,20.4,4.24
GRASS,8.16,20.16,4.24
STONE,8.16,20.32,4.3199997
STONE,8.16,20.4,4.3199997
GRASS,8.16,20.24,4.3199997
STONE,8.16,20.32,4.4
STONE,8.16,20.4,4.4
GRASS,8.16,20.24,4.4
STONE,8.16,20.32,4.48
STONE,8.16,20.4,4.48
LOG,8.16,20.16,4.48
LOG,8.16,20.08,4.48
LOG,8.16,20.0,4.48
LOG,8.16,19.92,4.48
LEAF,8.16,19.84,4.48
LEAF,8.08,19.92,4.48
LEAF,8.24,19.92,4.48
LEAF,8.16,19.92,4.4
LEAF,8.16,19.92,4.56
DIRT,8.16,20.24,4.48
STONE,8.16,20.32,4.56
STONE,8.16,20.4,4.56
GRASS,8.16,20.24,4.56
GRASS,8.16,20.4,4.64
GRASS,8.16,20.4,4.72
GRASS,8.16,20.4,4.7999997
STONE,8.16,20.4,4.88
GRASS,8.16,20.32,4.88
STONE,8.16,20.4,4.96
GRASS,8.16,20.32,4.96
STONE,8.16,20.4,5.04
GRASS,8.16,20.32,5.04
STONE,8.24,20.24,3.84
STONE,8.24,20.32,3.84
STONE,8.24,20.4,3.84
GRASS,8.24,20.16,3.84
STONE,8.24,20.4,3.9199998
GRASS,8.24,20.32,3.9199998
STONE,8.24,19.92,4.0
STONE,8.24,20.0,4.0
STONE,8.24,20.08,4.0
STONE,8.24,20.16,4.0
STONE,8.24,20.24,4.0
STONE,8.24,20.32,4.0
STONE,8.24,20.4,4.0
GRASS,8.24,19.84,4.0
STONE,8.24,19.92,4.08
STONE,8.24,20.0,4.08
STONE,8.24,20.08,4.08
STONE,8.24,20.16,4.08
STONE,8.24,20.24,4.08
STONE,8.24,20.32,4.08
STONE,8.24,20.4,4.08
GRASS,8.24,19.84,4.08
STONE,8.24,19.92,4.16
STONE,8.24,20.0,4.16
STONE,8.24,20.08,4.16
STONE,8.24,20.16,4.16
STONE,8.24,20.24,4.16
STONE,8.24,20.32,4.16
STONE,8.24,20.4,4.16
GRASS,8.24,19.84,4.16
STONE,8.24,19.92,4.24
STONE,8.24,20.0,4.24
STONE,8.24,20.08,4.24
STONE,8.24,20.16,4.24
STONE,8.24,20.24,4.24
STONE,8.24,20.32,4.24
STONE,8.24,20.4,4.24
GRASS,8.24,19.84,4.24
STONE,8.24,20.24,4.3199997
STONE,8.24,20.32,4.3199997
STONE,8.24,20.4,4.3199997
GRASS,8.24,20.16,4.3199997
STONE,8.24,20.32,4.4
STONE,8.24,20.4,4.4
GRASS,8.24,20.24,4.4
STONE,8.24,20.32,4.48
STONE,8.24,20.4,4.48
GRASS,8.24,20.24,4.48
STONE,8.24,20.32,4.56
STONE,8.24,20.4,4.56
GRASS,8.24,20.24,4.56
GRASS,8.24,20.4,4.64
GRASS,8.24,20.4,4.72
GRASS,8.24,20.4,4.7999997
GRASS,8.24,20.4,4.88
STONE,8.24,20.4,4.96
GRASS,8.24,20.32,4.96
GRASS,8.24,20.4,5.04
STONE,8.32,20.4,3.84
GRASS,8.32,20.32,3.84
STONE,8.32,20.4,3.9199998
GRASS,8.32,20.32,3.9199998
STONE,8.32,20.4,4.0
GRASS,8.32,20.32,4.0
STONE,8.32,20.4,4.08
GRASS,8.32,20.32,4.08
STONE,8.32,19.92,4.16
STONE,8.32,20.0,4.16
STONE,8.32,20.08,4.16
STONE,8.32,20.16,4.16
STONE,8.32,20.24,4.16
STONE,8.32,20.32,4.16
STONE,8.32,20.4,4.16
GRASS,8.32,19.84,4.16
