GRASS,12.799999,20.4,1.28
GRASS,12.799999,20.4,1.36
GRASS,12.799999,20.4,1.4399999
GRASS,12.799999,20.4,1.52
GRASS,12.799999,20.4,1.5999999
GRASS,12.799999,20.4,1.68
GRASS,12.799999,20.4,1.76
GRASS,12.799999,20.4,1.8399999
GRASS,12.799999,20.4,1.92
GRASS,12.799999,20.4,2.0
GRASS,12.799999,20.4,2.08
STONE,12.799999,20.4,2.1599998
GRASS,12.799999,20.32,2.1599998
STONE,12.799999,20.4,2.24
GRASS,12.799999,20.32,2.24
STONE,12.799999,20.4,2.32
GRASS,12.799999,20.32,2.32
GRASS,12.799999,20.4,2.4
GRASS,12.799999,20.4,2.48
GRASS,12.879999,20.4,1.28
GRASS,12.879999,20.4,1.36
GRASS,12.879999,20.4,1.4399999
STONE,12.879999,20.4,1.52
GRASS,12.879999,20.32,1.52
GRASS,12.879999,20.4,1.5999999
GRASS,12.879999,20.4,1.68
GRASS,12.879999,20.4,1.76
GRASS,12.879999,20.4,1.8399999
GRASS,12.879999,20.4,1.92
GRASS,12.879999,20.4,2.0
GRASS,12.879999,20.4,2.08
GRASS,12.879999,20.4,2.1599998
STONE,12.879999,20.4,2.24
GRASS,12.879999,20.32,2.24
GRASS,12.879999,20.4,2.32
GRASS,12.879999,20.4,2.4
GRASS,12.879999,20.4,2.48
GRASS,12.959999,20.4,1.28
GRASS,12.959999,20.4,1.36
STONE,12.959999,20.4,1.4399999
GRASS,12.959999,20.32,1.4399999
STONE,12.959999,20.4,1.52
GRASS,12.959999,20.32,1.52
STONE,12.959999,20.4,1.5999999
GRASS,12.959999,20.32,1.5999999
GRASS,12.959999,20.4,1.68
GRASS,12.959999,20.4,1.76
GRASS,12.959999,20.4,1.8399999
GRASS,12.959999,20.4,1.92
GRASS,12.959999,20.4,2.0
GRASS,12.959999,20.4,2.08
GRASS,12.959999,20.4,2.1599998
GRASS,12.959999,20.4,2.24
GRASS,12.959999,20.4,2.32
GRASS,12.959999,20.4,2.4
STONE,12.959999,20.4,2.48
GRASS,12.959999,20.32,2.48
GRASS,13.039999,20.4,1.28
GRASS,13.039999,20.4,1.36
GRASS,13.039999,20.4,1.4399999
STONE,13.039999,20.4,1.52
GRASS,13.039999,20.32,1.52
GRASS,13.039999,20.4,1.5999999
GRASS,13.039999,20.4,1.68
GRASS,13.039999,20.4,1.76
GRASS,13.039999,20.4,1.8399999
GRASS,13.039999,20.4,1.92
GRASS,13.039999,20.4,2.0
GRASS,13.039999,20.4,2.08
GRASS,13.039999,20.4,2.1599998
GRASS,13.039999,20.4,2.24
GRASS,13.039999,20.4,2.32
STONE,13.039999,20.4,2.4
GRASS,13.039999,20.32,2.4
STONE,13.039999,20.4,2.48
GRASS,13.039999,20.32,2.48
GRASS,13.119999,20.4,1.28
GRASS,13.119999,20.4,1.36
GRASS,13.119999,20.4,1.4399999
GRASS,13.119999,20.4,1.52
GRASS,13.119999,20.4,1.5999999
GRASS,13.119999,20.4,1.68
GRASS,13.119999,20.4,1.76
GRASS,13.119999,20.4,1.8399999
GRASS,13.119999,20.4,1.92
GRASS,13.119999,20.4,2.0
GRASS,13.119999,20.4,2.08
GRASS,13.119999,20.4,2.1599998
GRASS,13.119999,20.4,2.24
STONE,13.119999,20.4,2.32
GRASS,13.119999,20.32,2.32
STONE,13.119999,20.4,2.4
GRASS,13.119999,20.32,2.4
STONE,13.119999,20.32,2.48
STONE,13.119999,20.4,2.48
GRASS,13.119999,20.24,2.48
GRASS,13.199999,20.4,1.28
GRASS,13.199999,20.4,1.36
GRASS,13.199999,20.4,1.4399999
GRASS,13.199999,20.4,1.52
GRASS,13.199999,20.4,1.5999999
GRASS,13.199999,20.4,1.68
GRASS,13.199999,20.4,1.76
GRASS,13.199999,20.4,1.8399999
